900.05478 0.4644
900.030366 0.6182
900.005952 0.6192
899.981538 0.6236
899.957124 0.6285
899.93271 0.634
899.908296 0.6384
899.883882 0.6434
899.859467 0.6526
899.835053 0.6614
899.810639 0.6695
899.786225 0.6791
899.761811 0.6906
899.737397 0.701
899.712983 0.7088
899.688569 0.7167
899.664155 0.7274
899.639741 0.7414
899.615327 0.7549
899.590913 0.7713
899.566499 0.7891
899.542085 0.7986
899.517671 0.811
899.493257 0.8337
899.468842 0.8556
899.444428 0.8723
899.420014 0.8799
899.3956 0.8878
899.371186 0.9073
899.346772 0.9319
899.322358 0.9494
899.297944 0.9592
899.27353 0.9744
899.249116 0.9916
899.224702 1.0106
899.200288 1.0322
899.175874 1.0534
899.15146 1.0772
899.127046 1.0955
899.102632 1.1087
899.078217 1.1298
899.053803 1.1543
899.029389 1.1685
899.004975 1.1789
898.980561 1.1989
898.956147 1.2212
898.931733 1.2422
898.907319 1.2621
898.882905 1.2728
898.858491 1.2927
898.834077 1.3224
898.809663 1.3383
898.785249 1.3523
898.760835 1.3704
898.736421 1.3781
898.712007 1.3847
898.687592 1.4053
898.663178 1.4227
898.638764 1.43
898.61435 1.4421
898.589936 1.4603
898.565522 1.4818
898.541108 1.4982
898.516694 1.5191
898.49228 1.5438
898.467866 1.5516
898.443452 1.5613
898.419038 1.589
898.394624 1.6124
898.37021 1.6123
898.345796 1.6065
898.321382 1.6223
898.296967 1.6523
898.272553 1.669
898.248139 1.672
898.223725 1.6846
898.199311 1.7127
898.174897 1.7282
898.150483 1.7247
898.126069 1.7337
898.101655 1.7564
898.077241 1.7691
898.052827 1.7754
898.028413 1.7812
898.003999 1.7962
897.979585 1.8219
897.955171 1.8311
897.930757 1.8372
897.906342 1.8471
897.881928 1.8522
897.857514 1.8695
897.8331 1.8915
897.808686 1.8987
897.784272 1.8928
897.759858 1.8915
897.735444 1.916
897.71103 1.9499
897.686616 1.9658
897.662202 1.9725
897.637788 1.9857
897.613374 2.0021
897.58896 2.018
897.564546 2.0265
897.540132 2.0185
897.515717 2.0245
897.491303 2.0461
897.466889 2.0474
897.442475 2.0283
897.418061 2.0256
897.393647 2.0499
897.369233 2.0704
897.344819 2.086
897.320405 2.1077
897.295991 2.1173
897.271577 2.1154
897.247163 2.1289
897.222749 2.1431
897.198335 2.1449
897.173921 2.1432
897.149507 2.1423
897.125092 2.152
897.100678 2.1552
897.076264 2.1506
897.05185 2.1652
897.027436 2.1852
897.003022 2.1883
896.978608 2.1838
896.954194 2.1943
896.92978 2.2158
896.905366 2.2257
896.880952 2.2193
896.856538 2.2244
896.832124 2.244
896.80771 2.2519
896.783296 2.2457
896.758882 2.2266
896.734467 2.2163
896.710053 2.2256
896.685639 2.2408
896.661225 2.2487
896.636811 2.2404
896.612397 2.2302
896.587983 2.2338
896.563569 2.2416
896.539155 2.251
896.514741 2.2592
896.490327 2.2711
896.465913 2.2878
896.441499 2.2794
896.417085 2.2645
896.392671 2.2606
896.368257 2.2621
896.343842 2.2805
896.319428 2.2982
896.295014 2.2951
896.2706 2.2944
896.246186 2.2972
896.221772 2.2877
896.197358 2.2806
896.172944 2.2809
896.14853 2.2821
896.124116 2.2864
896.099702 2.2919
896.075288 2.2959
896.050874 2.304
896.02646 2.2948
896.002046 2.2829
895.977632 2.2888
895.953217 2.2899
895.928803 2.2958
895.904389 2.3057
895.879975 2.2963
895.855561 2.2886
895.831147 2.3108
895.806733 2.3222
895.782319 2.3056
895.757905 2.2958
895.733491 2.2898
895.709077 2.2809
895.684663 2.287
895.660249 2.2961
895.635835 2.2918
895.611421 2.2959
895.587007 2.3042
895.562592 2.297
895.538178 2.2867
895.513764 2.2842
895.48935 2.291
895.464936 2.2989
895.440522 2.2987
895.416108 2.2861
895.391694 2.2661
895.36728 2.2595
895.342866 2.2566
895.318452 2.2566
895.294038 2.2791
895.269624 2.286
895.24521 2.2658
895.220796 2.26
895.196382 2.2607
895.171967 2.2622
895.147553 2.2729
895.123139 2.2734
895.098725 2.2689
895.074311 2.2574
895.049897 2.2451
895.025483 2.2439
895.001069 2.236
894.976655 2.2337
894.952241 2.2478
894.927827 2.252
894.903413 2.2421
894.878999 2.236
894.854585 2.2325
894.830171 2.229
894.805757 2.229
894.781342 2.2226
894.756928 2.2043
894.732514 2.1959
894.7081 2.2041
894.683686 2.2129
894.659272 2.2045
894.634858 2.1866
894.610444 2.1805
894.58603 2.1817
894.561616 2.1855
894.537202 2.1874
894.512788 2.1794
894.488374 2.1758
894.46396 2.1859
894.439546 2.1892
894.415132 2.1744
894.390717 2.149
894.366303 2.1393
894.341889 2.1518
894.317475 2.1643
894.293061 2.1677
894.268647 2.1551
894.244233 2.1341
894.219819 2.1274
894.195405 2.132
894.170991 2.1213
894.146577 2.1131
894.122163 2.1222
894.097749 2.1226
894.073335 2.1204
894.048921 2.1244
894.024507 2.1233
894.000092 2.114
893.975678 2.1014
893.951264 2.0908
893.92685 2.089
893.902436 2.0798
893.878022 2.0614
893.853608 2.0559
893.829194 2.0608
893.80478 2.0717
893.780366 2.0805
893.755952 2.0839
893.731538 2.0791
893.707124 2.0698
893.68271 2.0719
893.658296 2.0724
893.633882 2.0565
893.609467 2.0382
893.585053 2.0374
893.560639 2.0471
893.536225 2.048
893.511811 2.0408
893.487397 2.0402
893.462983 2.0391
893.438569 2.0289
893.414155 2.0207
893.389741 2.012
893.365327 2.0082
893.340913 2.0096
893.316499 2.0046
893.292085 2.0052
893.267671 2.0033
893.243257 1.9909
893.218842 1.9871
893.194428 1.99
893.170014 1.9902
893.1456 1.9952
893.121186 1.9975
893.096772 1.9922
893.072358 1.9945
893.047944 1.9913
893.02353 1.9721
892.999116 1.9572
892.974702 1.9605
892.950288 1.965
892.925874 1.9546
892.90146 1.9375
892.877046 1.9341
892.852632 1.958
892.828217 1.9693
892.803803 1.9502
892.779389 1.9368
892.754975 1.9321
892.730561 1.9261
892.706147 1.9142
892.681733 1.9119
892.657319 1.9188
892.632905 1.9147
892.608491 1.9194
892.584077 1.9197
892.559663 1.8947
892.535249 1.8785
892.510835 1.88
892.486421 1.8842
892.462007 1.8889
892.437592 1.8903
892.413178 1.8864
892.388764 1.879
892.36435 1.8746
892.339936 1.8752
892.315522 1.8715
892.291108 1.8662
892.266694 1.8621
892.24228 1.8519
892.217866 1.8465
892.193452 1.8513
892.169038 1.845
892.144624 1.8277
892.12021 1.8211
892.095796 1.823
892.071382 1.8217
892.046967 1.8192
892.022553 1.8216
891.998139 1.8242
891.973725 1.8278
891.949311 1.8331
891.924897 1.8279
891.900483 1.8221
891.876069 1.8175
891.851655 1.807
891.827241 1.7968
891.802827 1.7939
891.778413 1.7964
891.753999 1.7896
891.729585 1.7785
891.705171 1.7817
891.680757 1.7865
891.656342 1.7757
891.631928 1.7657
891.607514 1.7621
891.5831 1.7704
891.558686 1.7854
891.534272 1.7795
891.509858 1.7658
891.485444 1.7642
891.46103 1.7695
891.436616 1.7727
891.412202 1.7638
891.387788 1.7569
891.363374 1.7666
891.33896 1.7747
891.314546 1.7644
891.290132 1.752
891.265717 1.7527
891.241303 1.7538
891.216889 1.7456
891.192475 1.7333
891.168061 1.7299
891.143647 1.7339
891.119233 1.7337
891.094819 1.7251
891.070405 1.7219
891.045991 1.7278
891.021577 1.7327
890.997163 1.7281
890.972749 1.7147
890.948335 1.7179
890.923921 1.7229
