1.000000000000000021e-03 -1.641342484447841998e+06 -1.098896145547694914e+03 -2.621623061416584743e-01
1.016265089392995096e-03 -1.641252430356279947e+06 -1.134894201122473987e+03 -2.796309994191702453e-01
1.032794731918951518e-03 -1.641159427629084326e+06 -1.172070141665908977e+03 -2.982633943707631574e-01
1.049593230558227598e-03 -1.641063379876614315e+06 -1.210462418323953216e+03 -3.181369829613414635e-01
1.066664958279538774e-03 -1.640964187560679857e+06 -1.250110731435794378e+03 -3.393344144023291986e-01
1.084014359178331072e-03 -1.640861747914682142e+06 -1.291056070715726037e+03 -3.619438380704591562e-01
1.101645949633656921e-03 -1.640755954813491553e+06 -1.333340756700554266e+03 -3.860592691969698675e-01
1.119564319483878348e-03 -1.640646698693375569e+06 -1.377008483500676675e+03 -4.117809788360736745e-01
1.137774133221491381e-03 -1.640533866379059386e+06 -1.422104362893801408e+03 -4.392159097211645880e-01
1.156280131207375458e-03 -1.640417341088789050e+06 -1.468674969801509178e+03 -4.684781197234589856e-01
1.175087130904807617e-03 -1.640297002177176299e+06 -1.516768389189698155e+03 -4.996892547409741980e-01
1.194200028133532475e-03 -1.640172725098792929e+06 -1.566434264435227078e+03 -5.329790529662957743e-01
1.213623798344240588e-03 -1.640044381255901419e+06 -1.617723847202037859e+03 -5.684858826102012763e-01
1.233363497913775872e-03 -1.639911837879542261e+06 -1.670690048871194449e+03 -6.063573152950989531e-01
1.253424265461399551e-03 -1.639774957875069696e+06 -1.725387493570323841e+03 -6.467507374781927831e-01
1.273811323186478574e-03 -1.639633599689404480e+06 -1.781872572849233848e+03 -6.898340024198301723e-01
1.294529978227915981e-03 -1.639487617138652829e+06 -1.840203502049419058e+03 -7.357861253780805244e-01
1.315585624045703759e-03 -1.639336859404330142e+06 -1.900440378416644307e+03 -7.847980248872125086e-01
1.336983741824946661e-03 -1.639181170710489620e+06 -1.962645241006453261e+03 -8.370733131657427384e-01
