1.000000000000000021e-03 7.531061613911064967e+01 3.051680608563457131e+00 9.833740350582907963e-01
1.016265089392995096e-03 7.514811851574694401e+01 3.066078127147366938e+00 9.881566882360750537e-01
1.032794731918951518e-03 7.498494645193660801e+01 3.080531240977534502e+00 9.929625096505224624e-01
1.049593230558227598e-03 7.482098284722611936e+01 3.095040654792072132e+00 9.977915750710052434e-01
1.066664958279538774e-03 7.465628023488370957e+01 3.109603358923958449e+00 1.002644001079594283e+00
1.084014359178331072e-03 7.449077702937282197e+01 3.124223388128738232e+00 1.007519607564969943e+00
1.101645949633656921e-03 7.432452802125794733e+01 3.138895239887370625e+00 1.012419429302460872e+00
1.119564319483878348e-03 7.415755526541580878e+01 3.153623002992446800e+00 1.017342593219196178e+00
1.137774133221491381e-03 7.398973280875240732e+01 3.168404980456530851e+00 1.022289567283017009e+00
1.156280131207375458e-03 7.382117981136879337e+01 3.183240852052281245e+00 1.027260427657573194e+00
1.175087130904807617e-03 7.365186004012926446e+01 3.198130344142798176e+00 1.032255311090814365e+00
1.194200028133532475e-03 7.348175319676781214e+01 3.213073145563921429e+00 1.037274250327150371e+00
1.213623798344240588e-03 7.331087465389394708e+01 3.228068781142624744e+00 1.042317443019543433e+00
1.233363497913775872e-03 7.313921822937912509e+01 3.243117216466457897e+00 1.047384947955880996e+00
1.253424265461399551e-03 7.296681813856800147e+01 3.258218594916888922e+00 1.052476849447701257e+00
1.273811323186478574e-03 7.279357382334906390e+01 3.273370128141570135e+00 1.057593279315005796e+00
1.294529978227915981e-03 7.261954183261103424e+01 3.288574528593165791e+00 1.062734345010267312e+00
1.315585624045703759e-03 7.244474534180213254e+01 3.303828628491074948e+00 1.067900128572425889e+00
1.336983741824946661e-03 7.226919625427193239e+01 3.319133794222351330e+00 1.073090773180742863e+00
1.358729901902709127e-03 7.209275837122937958e+01 3.334488985432683794e+00 1.078306302281425433e+00
1.380829765218092317e-03 7.191560103127660852e+01 3.349893677167274930e+00 1.083546889025771565e+00
1.403289084785873256e-03 7.173759745186012537e+01 3.365347304268441420e+00 1.088812608286702899e+00
1.426113707194128248e-03 7.155886603649226174e+01 3.380849353480425812e+00 1.094103565149234569e+00
1.449309574126216591e-03 7.137929568943150116e+01 3.396399347172085470e+00 1.099419851944922755e+00
1.472882723907501879e-03 7.119892784263501539e+01 3.411996214857155429e+00 1.104761569108122954e+00
1.496839293077255632e-03 7.101777317383353250e+01 3.427639810368284579e+00 1.110128814774947736e+00
1.521185517986104949e-03 7.083578235119288991e+01 3.443329264185927663e+00 1.115521681926635367e+00
1.545927736419476940e-03 7.065306532121536520e+01 3.459063951828068806e+00 1.120940265871640307e+00
1.571072389247450424e-03 7.046940406093425224e+01 3.474843077045410400e+00 1.126384659336498784e+00
1.596626022101426670e-03 7.028502084733932520e+01 3.490665899738298883e+00 1.131854935105139237e+00
1.622595287078087110e-03 7.009981224397127164e+01 3.506531680572700704e+00 1.137351221176080118e+00
1.648986944471065013e-03 6.991378701619470348e+01 3.522439544341402495e+00 1.142873598746418251e+00
