0.00702349679605685 0.00756979153172679 0.00815857762845043          0        nan        nan 
0.00815857762845043 0.00879316010757668 0.00947710105838184          0        nan        nan 
0.00947710105838184 0.0102142396330748 0.0110087135970343          0        nan        nan 
0.0110087135970343 0.0118649825552453 0.0127878529853116          0        nan        nan 
0.0127878529853116 0.0137825052175614 0.0148545225136929          0        nan        nan 
0.0148545225136929 0.0160099224071871 0.0172551904814092          0        nan        nan 
0.0172551904814092 0.0185973167750053 0.0200438350189484          0        nan        nan 
0.0200438350189484 0.021602864925481 0.0232831577663355          0        nan        nan 
0.0232831577663355 0.0250941454960747 0.0270459936962957          0        nan        nan 
0.0270459936962957 0.0291496586378877 0.0314169487816512          0        nan        nan 
0.0314169487816512 0.0338605910624968 0.0364943023292977          8 0.00926709002834337 0.00041591919731028 
0.0364943023292977 0.0393328663414057 0.0423922167540354          4 0.00276394794793032 0.000218553019536789 
0.0423922167540354 0.0456895265583355 0.0492433044782007          8 0.00263984401715881 0.000291284872702191 
0.0492433044782007 0.053073498864925 0.0572016096728876          8 0.000287686473136865 5.18603717994875e-05 
0.0572016096728876 0.0616508091448215 0.066446071884105         44 0.00706955816841488 0.000501717609139591 
0.066446071884105 0.071614315044209 0.0771845494222221         60 0.00145447954047465 0.00011609418983805 
0.0771845494222221 0.0831880423045837 0.0896584929791247         84 0.009390052372549 0.000469660498892827 
0.0896584929791247 0.0966322218986132 0.104148374557633        144 0.00687500571513309 0.000446105355071795 
0.104148374557633 0.112249141227216 0.120979993780651        260 0.00381190292238503 0.00014355746432172 
0.120979993780651 0.130389940939858 0.14053180337507        376 0.00578479129356005 0.000143320642719611 
0.14053180337507 0.15146251020206 0.163243418541222        620 0.00578769072086338 0.000267646755113446 
0.163243418541222 0.175940657932276 0.18962550153791        976 0.00541737176896338 0.000194215802653237 
0.18962550153791 0.204374766220011 0.220271243734239       1516 0.00906198690483948 0.000441643739579307 
0.220271243734239 0.237404165463348 0.255869703297942       2064 0.00950732032580059 0.000479256759340024 
0.255869703297942 0.275771509476251 0.297221298413182       3584 0.0158121078533553 0.000912901102488977 
0.297221298413182 0.320339473784639 0.345255804387093       5884 0.0217828113941294 0.00119780534704973 
0.345255804387093 0.372110152566201 0.401053259303344       9080 0.0211228739845142 0.00129542724571606 
0.401053259303344 0.432247590366995 0.465868248278604      14020 0.0310824849779321 0.00207538078057962 
0.465868248278604 0.502103955212117 0.54115811234442      22472 0.0306754933840469 0.00294322971191531 
0.54115811234442 0.583249941603147 0.628615716220783      34908 0.0333314574553955 0.00390142408597287 
0.628615716220783 0.677510087002529 0.730207511752628      54892 0.0276762443395469 0.0054608788059402 
0.730207511752628 0.78700379588293 0.848217752851556      87656 0.0198747742868465 0.00664925043991145 
0.848217752851556 0.914192993752178 0.98529985609937     136344 0.0150034088480952 0.007837749821899 
0.98529985609937 1.06193748263686 1.14453606183758     215308 0.0132079164280546 0.00724920235310862 
1.14453606183758 1.23355924267213 1.32950673720037     337700 0.0201093530624389 0.00519485088332411 
1.32950673720037 1.43291712559523 1.54437087934414     527348 0.0256822258059839 0.00591859371668912 
1.54437087934414 1.66449361959816 1.7939596289588     824096 0.0227098484449408 0.00525614281896416 
1.7939596289588 1.9334956364152 2.08388489667761    1210782 0.0136422984066112 0.0037038097261985 
2.08388489667761 2.24597158680556 2.42066554481021    1598536 0.00636567912927509 0.00358560738446862 
2.42066554481021 2.6089473768301 2.81187396154818    2174712 0.00245029787537364 0.00226775155428577 
